545.98	547.338	Wisisg
549.395	550.659	Gitpu
551.81	553.338	Paqtesm
554.452	556.055	Mimiges
556.697	558.603	Wowgwis
558.98	560.471	Tiam
561.263	562.546	Teplj
563.621	565.037	Wapus
565.735	567.414	Apigjilu
567.98	569.923	Goqoligwej
575.584	577.414	Apigjij
578.508	580.244	Gugugwes
581.112	583.206	Sqolj
584.112	585.225	Muin
586.716	588.395	Muinej
589.602	591.263	Migjigj
592.074	594.074	Aptapegiejit
595.414	597.244	Amaljugwej
598.339	599.434	Gopit
600.302	602.227	Apligmuj
